gene_chrom	gene_start	gene_end	gene	TAD_chrom	TAD_bp1	TAD_bp2	TAD_ID
chr1	39026318	39034636	NDUFS5	chr1	38850000	39080000	TAD_1465
chr1	154469772	154502412	SHE	chr1	154310000	154550000	TAD_1625
chr1	20161253	20186518	PLA2G2C	chr1	19910000	20180000	TAD_1569
chr1	150809713	150876708	ARNT	chr1	150620000	151000000	TAD_1546
chr1	226360210	226408154	PARP1	chr1	226060000	226400000	TAD_1379
chr1	45583846	45618904	NASP	chr1	45580000	45870000	TAD_1547
chr1	45620044	45624057	CCDC17	chr1	45580000	45870000	TAD_1547
chr1	45627304	45688113	GPBP1L1	chr1	45580000	45870000	TAD_1547
chr1	45688181	45694436	TMEM69	chr1	45580000	45870000	TAD_1547
chr1	153959099	153968184	SLC39A1	chr1	153790000	153980000	TAD_1370
chr1	67407810	67430415	SERBP1	chr1	67330000	67510000	TAD_1539
chr1	193012250	193060080	UCHL5	chr1	192810000	193030000	TAD_1423
chr1	32936445	32964809	RNF19B	chr1	32880000	33080000	TAD_1425
chr1	56994778	58546734	DAB1	chr1	56820000	58160000	TAD_1266
chr1	89524829	89597861	LRRC8B	chr1	89470000	89770000	TAD_1318
chr1	92080305	92184725	BTBD8	chr1	91970000	92290000	TAD_1307
chr1	203795623	203854999	ZC3H11A	chr1	203490000	203810000	TAD_1445
chr1	22710839	22921500	EPHB2	chr1	22670000	22930000	TAD_1532
chr1	165724293	165827755	TMCO1	chr1	165600000	165910000	TAD_1383
chr1	54542257	54639192	ACOT11	chr1	54500000	54830000	TAD_1565
chr1	150794880	150809577	CTSK	chr1	150620000	151000000	TAD_1546
chr1	33145399	33182059	TRIM62	chr1	33120000	33470000	TAD_1451
chr1	150730079	150765957	CTSS	chr1	150620000	151000000	TAD_1546
chr1	226231149	226309869	LIN9	chr1	226060000	226400000	TAD_1379
chr1	27534035	27604431	AHDC1	chr1	27400000	27600000	TAD_1482
chr1	112911847	112957593	SLC16A1	chr1	112720000	113070000	TAD_1352
chr1	112911847	112957593	SLC16A1	chr1	112860000	113070000	TAD_1385
chr1	115285904	115338770	NGF	chr1	115170000	115500000	TAD_1302
chr1	54184041	54225464	MRPL37	chr1	54060000	54490000	TAD_1456
chr1	230642481	230693982	COG2	chr1	230630000	230780000	TAD_1560
chr1	230747384	230802003	CAPN9	chr1	230630000	230780000	TAD_1560
chr1	230837119	230869589	C1orf198	chr1	230790000	231220000	TAD_1431
chr1	154502219	154548147	TDRD10	chr1	154310000	154550000	TAD_1625
chr1	154548577	154559028	UBE2Q1	chr1	154310000	154550000	TAD_1625
chr1	46668855	46673594	TEX38	chr1	46390000	46730000	TAD_1339
chr1	46668855	46673594	TEX38	chr1	46560000	46730000	TAD_1528
chr1	46674659	46719146	EFCAB14	chr1	46390000	46730000	TAD_1339
chr1	46674659	46719146	EFCAB14	chr1	46560000	46730000	TAD_1528
chr1	211571568	211579161	SLC30A1	chr1	211510000	211660000	TAD_1496
chr1	43337818	43354466	MPL	chr1	43220000	43440000	TAD_1520
chr1	43358981	43363203	CDC20	chr1	43220000	43440000	TAD_1520
chr1	43363398	43368074	ELOVL1	chr1	43220000	43440000	TAD_1520
chr1	43383917	43389808	MED8	chr1	43220000	43440000	TAD_1520
chr1	156525405	156572604	IQGAP3	chr1	156370000	156650000	TAD_1553
chr1	156591756	156609507	NAXE	chr1	156370000	156650000	TAD_1553
chr1	156619331	156625725	HAPLN2	chr1	156370000	156650000	TAD_1553
chr1	156641390	156659532	BCAN	chr1	156370000	156650000	TAD_1553
chr1	100038095	100083377	MFSD14A	chr1	99780000	100450000	TAD_1283
chr1	100083563	100132955	SASS6	chr1	99780000	100450000	TAD_1283
chr1	100186919	100249834	DBT	chr1	99780000	100450000	TAD_1283
chr1	100266216	100292769	RTCA	chr1	99780000	100450000	TAD_1283
chr1	32200595	32205453	CCDC28B	chr1	32200000	32380000	TAD_1618
chr1	20719731	20732837	SH2D5	chr1	20680000	21200000	TAD_1391
chr1	21217247	21345572	ECE1	chr1	21210000	21650000	TAD_1309
chr1	74026015	74198187	LRRIQ3	chr1	74000000	74720000	TAD_1275
chr1	74235387	74544428	TNNI3K	chr1	74000000	74720000	TAD_1275
chr1	74469376	74512611	LRRC53	chr1	74000000	74720000	TAD_1275
chr1	74568117	74673792	ERICH3	chr1	74000000	74720000	TAD_1275
chr1	74705482	74733408	CRYZ	chr1	74000000	74720000	TAD_1275
chr1	228208044	228378876	OBSCN	chr1	228110000	228520000	TAD_1316
chr1	84298366	84389957	SAMD13	chr1	84140000	84420000	TAD_1461
chr1	236795260	236921278	MTR	chr1	236750000	236890000	TAD_1581
chr1	225777813	225790468	SRP9	chr1	225450000	225980000	TAD_1336
chr1	225845536	225882380	TMEM63A	chr1	225450000	225980000	TAD_1336
chr1	225886282	225911382	LEFTY1	chr1	225450000	225980000	TAD_1336
chr1	225936598	225941383	LEFTY2	chr1	225450000	225980000	TAD_1336
chr1	225810124	225845563	EPHX1	chr1	225450000	225980000	TAD_1336
chr1	11054584	11060020	SRM	chr1	11010000	11250000	TAD_1441
chr1	11066618	11099869	EXOSC10	chr1	11010000	11250000	TAD_1441
chr1	240014348	240475187	FMN2	chr1	240000000	240170000	TAD_1397
chr1	31906421	31944856	PTP4A2	chr1	31630000	32010000	TAD_1489
chr1	31906421	31944856	PTP4A2	chr1	31800000	31990000	TAD_1574
chr1	52142089	52348671	ZFYVE9	chr1	52100000	52300000	TAD_1446
chr1	31727117	31764893	ADGRB2	chr1	31630000	32010000	TAD_1489
chr1	31727117	31764893	ADGRB2	chr1	31640000	31790000	TAD_1613
chr1	155659443	155689000	YY1AP1	chr1	155230000	155920000	TAD_1291
chr1	156579723	156587719	TTC24	chr1	156370000	156650000	TAD_1553
chr1	206865623	206869223	IL20	chr1	206720000	206940000	TAD_1597
chr1	84398484	84415018	DNASE2B	chr1	84140000	84420000	TAD_1461
chr1	158418210	158426237	OR10K2	chr1	158200000	159100000	TAD_1273
chr1	234604269	234610178	IRF2BP2	chr1	234480000	235090000	TAD_1279
chr1	110338506	110346681	RBM15	chr1	110160000	110490000	TAD_1398
chr1	18480930	18485974	KLHDC7A	chr1	18300000	18550000	TAD_1595
chr1	202133404	202144743	ARL8A	chr1	201990000	202140000	TAD_1388
chr1	202122886	202133592	GPR37L1	chr1	201990000	202140000	TAD_1388
chr1	151612006	151699091	SNX27	chr1	151420000	151880000	TAD_1340
chr1	151700058	151716803	CELF3	chr1	151420000	151880000	TAD_1340
chr1	151710433	151729805	RIIAD1	chr1	151420000	151880000	TAD_1340
chr1	151759647	151763496	MRPL9	chr1	151420000	151880000	TAD_1340
chr1	151800264	151805419	LINGO4	chr1	151420000	151880000	TAD_1340
chr1	151847101	151853712	THEM5	chr1	151420000	151880000	TAD_1340
chr1	151870866	151909637	THEM4	chr1	151420000	151880000	TAD_1340
chr1	151982915	151993859	S100A10	chr1	151880000	152030000	TAD_1488
chr1	47250139	47314892	STIL	chr1	47170000	47370000	TAD_1333
chr1	152719522	152720470	KPLCE	chr1	152050000	153320000	TAD_1259
chr1	152775140	152777024	LCE1F	chr1	152050000	153320000	TAD_1259
chr1	152786214	152788426	LCE1E	chr1	152050000	153320000	TAD_1259
chr1	152796721	152798181	LCE1D	chr1	152050000	153320000	TAD_1259
chr1	35573314	35595328	TFAP2E	chr1	35570000	35770000	TAD_1556
chr1	204828651	205022822	NFASC	chr1	204810000	204940000	TAD_1609
chr1	229321011	229343294	CCSAP	chr1	229250000	229490000	TAD_1420
chr1	229430365	229434104	ACTA1	chr1	229250000	229490000	TAD_1420
chr1	40477290	40496343	ZFP69	chr1	40080000	40510000	TAD_1344
chr1	28553085	28578545	TRNAU1AP	chr1	28360000	28610000	TAD_1487
chr1	28592200	28595449	RAB42	chr1	28360000	28610000	TAD_1487
chr1	205504596	205532793	CDK18	chr1	205320000	205510000	TAD_1616
chr1	204198163	204213988	GOLT1A	chr1	204160000	204380000	TAD_1497
chr1	204218853	204377665	PLEKHA6	chr1	204160000	204380000	TAD_1497
chr1	92217915	92245813	C1orf146	chr1	91970000	92290000	TAD_1307
chr1	92246402	92298987	GLMN	chr1	91970000	92290000	TAD_1307
chr1	158578919	158579899	OR10X1	chr1	158200000	159100000	TAD_1273
chr1	158716327	158720720	OR6K3	chr1	158200000	159100000	TAD_1273
chr1	158831351	158849506	MNDA	chr1	158200000	159100000	TAD_1273
chr1	158544550	158554405	OR6Y1	chr1	158200000	159100000	TAD_1273
chr1	2019329	2030758	GABRD	chr1	1920000	2140000	TAD_1422
chr1	15941869	15976132	ZBTB17	chr1	15530000	16060000	TAD_1290
chr1	15941869	15976132	ZBTB17	chr1	15790000	16000000	TAD_1427
chr1	16004236	16008807	SRARP	chr1	15530000	16060000	TAD_1290
chr1	16014028	16019594	HSPB7	chr1	15530000	16060000	TAD_1290
chr1	16018875	16034050	CLCNKA	chr1	15530000	16060000	TAD_1290
chr1	16057769	16073651	FAM131C	chr1	15530000	16060000	TAD_1290
chr1	15409888	15430339	EFHD2	chr1	15110000	15510000	TAD_1324
chr1	15409888	15430339	EFHD2	chr1	15310000	15510000	TAD_1490
chr1	15438442	15449242	CTRC	chr1	15110000	15510000	TAD_1324
chr1	15438442	15449242	CTRC	chr1	15310000	15510000	TAD_1490
chr1	158461574	158470857	OR10K1	chr1	158200000	159100000	TAD_1273
chr1	32539427	32605941	ZBTB8A	chr1	32420000	32640000	TAD_1608
chr1	32600172	32650903	ZBTB8OS	chr1	32420000	32640000	TAD_1608
chr1	158747814	158772195	OR6N1	chr1	158200000	159100000	TAD_1273
chr1	158605268	158612514	OR10Z1	chr1	158200000	159100000	TAD_1273
chr1	158610704	158686715	SPTA1	chr1	158200000	159100000	TAD_1273
chr1	150960583	150975003	CERS2	chr1	150620000	151000000	TAD_1546
chr1	150982249	150995634	ANXA9	chr1	150620000	151000000	TAD_1546
chr1	151036321	151047720	BNIPL	chr1	151010000	151180000	TAD_1617
chr1	151047751	151051986	C1orf56	chr1	151010000	151180000	TAD_1617
chr1	151050971	151070325	CDC42SE1	chr1	151010000	151180000	TAD_1617
chr1	151060397	151069544	MLLT11	chr1	151010000	151180000	TAD_1617
chr1	181088700	181092900	IER5	chr1	180870000	181160000	TAD_1472
chr1	156193932	156212796	SLC25A44	chr1	156070000	156330000	TAD_1576
chr1	241532134	241595642	KMO	chr1	241510000	241850000	TAD_1386
chr1	241590102	241677376	OPN3	chr1	241510000	241850000	TAD_1386
chr1	241628851	241640369	CHML	chr1	241510000	241850000	TAD_1386
chr1	147541501	147626216	BCL9	chr1	147480000	147660000	TAD_1373
chr1	241847967	241895148	EXO1	chr1	241510000	241850000	TAD_1386
chr1	241957767	241959062	BECN2	chr1	241860000	242010000	TAD_1555
chr1	241995490	241999098	MAP1LC3C	chr1	241860000	242010000	TAD_1555
chr1	241652278	241802777	WDR64	chr1	241510000	241850000	TAD_1386
chr1	66533267	66751139	SGIP1	chr1	66500000	66730000	TAD_1434
chr1	224896262	225399292	DNAH14	chr1	224500000	224920000	TAD_1346
chr1	32209089	32216192	DCDC2B	chr1	32200000	32380000	TAD_1618
chr1	232805416	232809929	MAP10	chr1	232630000	233250000	TAD_1287
chr1	231162058	231221565	TRIM67	chr1	230790000	231220000	TAD_1431
chr1	74198238	74234086	FPGT	chr1	74000000	74720000	TAD_1275
chr1	54806063	54842252	CIMAP2	chr1	54500000	54830000	TAD_1565
chr1	54806063	54842252	CIMAP2	chr1	54670000	54810000	TAD_1620
chr1	150363091	150476566	RPRD2	chr1	150350000	150530000	TAD_1544
chr1	158560606	158570580	OR6P1	chr1	158200000	159100000	TAD_1273
chr1	9002973	9026423	SLC2A7	chr1	8900000	9580000	TAD_1306
chr1	158699678	158700652	OR6K2	chr1	158200000	159100000	TAD_1273
chr1	152708160	152709434	LCE4A	chr1	152050000	153320000	TAD_1259
chr1	3021467	3022903	ACTRT2	chr1	3000000	3420000	TAD_1334
chr1	21812265	21825225	LDLRAD2	chr1	21660000	22000000	TAD_1518
chr1	21812265	21825225	LDLRAD2	chr1	21810000	21970000	TAD_1592
chr1	21822244	21937310	HSPG2	chr1	21660000	22000000	TAD_1518
chr1	21822244	21937310	HSPG2	chr1	21810000	21970000	TAD_1592
chr1	21977022	21998642	CELA3B	chr1	21660000	22000000	TAD_1518
chr1	22117313	22143969	WNT4	chr1	22080000	22400000	TAD_1552
chr1	206470476	206496889	IKBKE	chr1	206470000	206610000	TAD_1313
chr1	206507531	206589448	RASSF5	chr1	206470000	206610000	TAD_1313
chr1	206571292	206612465	EIF2D	chr1	206470000	206610000	TAD_1313
chr1	212950520	212992037	VASH2	chr1	212800000	213000000	TAD_1527
chr1	54169651	54200036	CYB5RL	chr1	54060000	54490000	TAD_1456
chr1	173799550	173824883	CENPL	chr1	173430000	173820000	TAD_1293
chr1	117001750	117036552	CD101	chr1	116700000	117050000	TAD_1328
chr1	117001750	117036552	CD101	chr1	116850000	117050000	TAD_1538
chr1	152804832	152806651	LCE1C	chr1	152050000	153320000	TAD_1259
chr1	182789293	182830384	NPL	chr1	182600000	182830000	TAD_1323
chr1	28505943	28539300	RCC1	chr1	28360000	28610000	TAD_1487
chr1	152409243	152414263	CRNN	chr1	152050000	153320000	TAD_1259
chr1	152510803	152512177	LCE5A	chr1	152050000	153320000	TAD_1259
chr1	152514482	152516008	CRCT1	chr1	152050000	153320000	TAD_1259
chr1	152565654	152566780	LCE3E	chr1	152050000	153320000	TAD_1259
chr1	152579381	152580516	LCE3D	chr1	152050000	153320000	TAD_1259
chr1	36095239	36125222	COL8A2	chr1	36090000	36440000	TAD_1469
chr1	36136570	36156053	TRAPPC3	chr1	36090000	36440000	TAD_1469
chr1	36155579	36180849	MAP7D1	chr1	36090000	36440000	TAD_1469
chr1	33256492	33300719	ZNF362	chr1	33120000	33470000	TAD_1451
chr1	33306766	33321098	A3GALT2	chr1	33120000	33470000	TAD_1451
chr1	36306368	36329340	SH3D21	chr1	36090000	36440000	TAD_1469
chr1	36339624	36385924	STK40	chr1	36090000	36440000	TAD_1469
chr1	36391238	36397908	LSM10	chr1	36090000	36440000	TAD_1469
chr1	36415827	36450451	OSCP1	chr1	36090000	36440000	TAD_1469
chr1	36322030	36324154	EVA1B	chr1	36090000	36440000	TAD_1469
chr1	180972712	181023121	STX6	chr1	180870000	181160000	TAD_1472
chr1	181033374	181061938	MR1	chr1	180870000	181160000	TAD_1472
chr1	170531819	170553834	GORAB	chr1	169830000	171330000	TAD_1261
chr1	170531819	170553834	GORAB	chr1	169900000	170940000	TAD_1274
chr1	23019443	23083689	KDM1A	chr1	22970000	23200000	TAD_1534
chr1	152811971	152813108	LCE1B	chr1	152050000	153320000	TAD_1259
chr1	152827473	152828097	LCE1A	chr1	152050000	153320000	TAD_1259
chr1	152842856	152843983	LCE6A	chr1	152050000	153320000	TAD_1259
chr1	152878322	152885047	SMCP	chr1	152050000	153320000	TAD_1259
chr1	152908546	152911886	IVL	chr1	152050000	153320000	TAD_1259
chr1	152970648	152972574	SPRR4	chr1	152050000	153320000	TAD_1259
chr1	153001747	153003856	SPRR3	chr1	152050000	153320000	TAD_1259
chr1	153031203	153032900	SPRR1B	chr1	152050000	153320000	TAD_1259
chr1	153039732	153041931	SPRR2D	chr1	152050000	153320000	TAD_1259
chr1	153056120	153057512	SPRR2A	chr1	152050000	153320000	TAD_1259
chr1	153070226	153071611	SPRR2B	chr1	152050000	153320000	TAD_1259
chr1	153093135	153106184	SPRR2E	chr1	152050000	153320000	TAD_1259
chr1	153112121	153113516	SPRR2F	chr1	152050000	153320000	TAD_1259
chr1	153149582	153150890	SPRR2G	chr1	152050000	153320000	TAD_1259
chr1	24056035	24112135	MYOM3	chr1	23760000	24060000	TAD_1429
chr1	202007945	202017183	ELF3	chr1	201990000	202140000	TAD_1388
chr1	202193799	202319781	LGR6	chr1	202170000	202330000	TAD_1463
chr1	29147743	29181900	SRSF4	chr1	28880000	29220000	TAD_1473
chr1	170935526	171064765	MROH9	chr1	169830000	171330000	TAD_1261
chr1	170935526	171064765	MROH9	chr1	169900000	170940000	TAD_1274
chr1	171090901	171117819	FMO3	chr1	169830000	171330000	TAD_1261
chr1	171185249	171212686	FMO2	chr1	169830000	171330000	TAD_1261
chr1	156934840	157045742	ARHGEF11	chr1	156930000	157070000	TAD_1619
chr1	33513998	34165842	CSMD2	chr1	33480000	33620000	TAD_1559
chr1	154924740	154936719	PMVK	chr1	154560000	155060000	TAD_1315
chr1	154924740	154936719	PMVK	chr1	154900000	155080000	TAD_1623
chr1	154944076	154956123	PBXIP1	chr1	154560000	155060000	TAD_1315
chr1	154944076	154956123	PBXIP1	chr1	154900000	155080000	TAD_1623
chr1	154957026	154963853	PYGO2	chr1	154560000	155060000	TAD_1315
chr1	154957026	154963853	PYGO2	chr1	154900000	155080000	TAD_1623
chr1	154962298	154974395	SHC1	chr1	154560000	155060000	TAD_1315
chr1	154962298	154974395	SHC1	chr1	154900000	155080000	TAD_1623
chr1	154974653	154979251	CKS1B	chr1	154560000	155060000	TAD_1315
chr1	154974653	154979251	CKS1B	chr1	154900000	155080000	TAD_1623
chr1	154983338	154993111	FLAD1	chr1	154560000	155060000	TAD_1315
chr1	154983338	154993111	FLAD1	chr1	154900000	155080000	TAD_1623
chr1	155002630	155018523	ZBTB7B	chr1	154560000	155060000	TAD_1315
chr1	155002630	155018523	ZBTB7B	chr1	154900000	155080000	TAD_1623
chr1	155018520	155033781	DCST2	chr1	154560000	155060000	TAD_1315
chr1	155018520	155033781	DCST2	chr1	154900000	155080000	TAD_1623
chr1	155033824	155050930	DCST1	chr1	154560000	155060000	TAD_1315
chr1	155033824	155050930	DCST1	chr1	154900000	155080000	TAD_1623
chr1	155050566	155062775	ADAM15	chr1	154560000	155060000	TAD_1315
chr1	155050566	155062775	ADAM15	chr1	154900000	155080000	TAD_1623
chr1	23010834	23019100	TEX46	chr1	22970000	23200000	TAD_1534
chr1	48727519	48776969	BEND5	chr1	48550000	48820000	TAD_1430
chr1	63774017	64181498	ROR1	chr1	63760000	64150000	TAD_1299
chr1	1921951	2003837	CFAP74	chr1	1920000	2140000	TAD_1422
chr1	178725165	178921842	RALGPS2	chr1	178530000	178750000	TAD_1516
chr1	178849535	178871077	ANGPTL1	chr1	178770000	179010000	TAD_1432
chr1	15236521	15400283	FHAD1	chr1	15110000	15300000	TAD_1410
chr1	15236521	15400283	FHAD1	chr1	15110000	15510000	TAD_1324
chr1	20806292	21177285	EIF4G3	chr1	20680000	21200000	TAD_1391
chr1	226631690	226739323	ITPKB	chr1	226620000	226840000	TAD_1474
chr1	152084141	152089064	TCHHL1	chr1	152050000	153320000	TAD_1259
chr1	152153595	152159228	RPTN	chr1	152050000	153320000	TAD_1259
chr1	152212076	152224193	HRNR	chr1	152050000	153320000	TAD_1259
chr1	26787054	26800659	PIGV	chr1	26490000	26880000	TAD_1448
chr1	26826688	26857604	ZDHHC18	chr1	26490000	26880000	TAD_1448
chr1	26863149	26864456	SFN	chr1	26490000	26880000	TAD_1448
chr1	26876132	26890283	GPN2	chr1	26490000	26880000	TAD_1448
chr1	26993692	27000886	TRNP1	chr1	26960000	27280000	TAD_1500
chr1	27005020	27012850	TENT5B	chr1	26960000	27280000	TAD_1500
chr1	26190561	26202968	CATSPER4	chr1	26020000	26420000	TAD_1542
chr1	26234200	26278808	CEP85	chr1	26020000	26420000	TAD_1542
chr1	26410817	26429728	LIN28A	chr1	26020000	26420000	TAD_1542
chr1	26281328	26318363	UBXN11	chr1	26020000	26420000	TAD_1542
chr1	53459399	53467488	DMRTB1	chr1	53450000	53760000	TAD_1498
chr1	53506237	53739164	GLIS1	chr1	53450000	53760000	TAD_1498
chr1	240767636	241357374	RGS7	chr1	240730000	241490000	TAD_1276
chr1	23870515	23913362	CNR2	chr1	23760000	24060000	TAD_1429
chr1	23956839	23963462	PNRC2	chr1	23760000	24060000	TAD_1429
chr1	23964347	23980927	SRSF10	chr1	23760000	24060000	TAD_1429
chr1	171817887	172418466	DNM3	chr1	171800000	171980000	TAD_1403
chr1	172370189	172444086	PIGC	chr1	172000000	172410000	TAD_1380
chr1	244969682	245127164	EFCAB2	chr1	244820000	245060000	TAD_1353
chr1	228424845	228425360	H3	chr1	228110000	228520000	TAD_1316
chr1	26693236	26782104	ARID1A	chr1	26490000	26880000	TAD_1448
chr1	225919877	225924340	PYCR2	chr1	225450000	225980000	TAD_1336
chr1	160608106	160647044	SLAMF1	chr1	160410000	160620000	TAD_1467
chr1	150487414	150507602	TARS2	chr1	150350000	150530000	TAD_1544
chr1	151770107	151791416	TDRKH	chr1	151420000	151880000	TAD_1340
chr1	61742477	62178675	PATJ	chr1	61660000	61850000	TAD_1540
chr1	204190341	204196491	KISS1	chr1	204160000	204380000	TAD_1497
chr1	45786987	46036122	MAST2	chr1	45580000	45870000	TAD_1547
chr1	156147366	156177752	SEMA4A	chr1	156070000	156330000	TAD_1576
chr1	156463727	156500779	MEF2D	chr1	156370000	156650000	TAD_1553
chr1	68045886	68051717	DIRAS3	chr1	67850000	68100000	TAD_1364
chr1	23801885	23838620	HMGCL	chr1	23760000	24060000	TAD_1429
chr1	23845077	23868290	FUCA1	chr1	23760000	24060000	TAD_1429
chr1	31652263	31704319	COL16A1	chr1	31630000	32010000	TAD_1489
chr1	31652263	31704319	COL16A1	chr1	31640000	31790000	TAD_1613
chr1	165662216	165698562	ALDH9A1	chr1	165600000	165910000	TAD_1383
chr1	158774222	158781204	OR6N2	chr1	158200000	159100000	TAD_1273
chr1	167935783	168075843	DCAF6	chr1	167710000	168100000	TAD_1297
chr1	100133150	100150496	TRMT13	chr1	99780000	100450000	TAD_1283
chr1	206770764	206842981	IL19	chr1	206720000	206940000	TAD_1597
chr1	152675279	152676569	LCE2C	chr1	152050000	153320000	TAD_1259
chr1	16040252	16057311	CLCNKB	chr1	15530000	16060000	TAD_1290
chr1	20290875	20359518	VWA5B1	chr1	20210000	20490000	TAD_1607
chr1	152600234	152601086	LCE3C	chr1	152050000	153320000	TAD_1259
chr1	40783787	40840452	KCNQ4	chr1	40580000	40810000	TAD_1614
chr1	40783787	40840452	KCNQ4	chr1	40580000	40970000	TAD_1438
chr1	40861054	40862363	CITED4	chr1	40580000	40970000	TAD_1438
chr1	41015589	41023237	SLFNL1	chr1	40990000	41240000	TAD_1591
chr1	201283452	201332993	PKP1	chr1	201240000	201410000	TAD_1577
chr1	201380833	201399915	LAD1	chr1	201240000	201410000	TAD_1577
chr1	201888680	201892587	SHISA4	chr1	201830000	201980000	TAD_1310
chr1	201539127	201826969	NAV1	chr1	201520000	201820000	TAD_1440
chr1	112619805	112671616	CAPZA1	chr1	112380000	112710000	TAD_1350
chr1	112701127	112707434	RHOC	chr1	112380000	112710000	TAD_1350
chr1	112673141	112700756	MOV10	chr1	112380000	112710000	TAD_1350
chr1	28587829	28648291	TAF12	chr1	28360000	28610000	TAD_1487
chr1	220057482	220090462	BPNT1	chr1	219980000	220160000	TAD_1409
chr1	220094132	220148041	IARS2	chr1	219980000	220160000	TAD_1409
chr1	220148293	220272529	RAB3GAP2	chr1	219980000	220160000	TAD_1409
chr1	226989865	227318492	CDC42BPA	chr1	226880000	227440000	TAD_1419
chr1	46040140	46133036	PIK3R3	chr1	46020000	46230000	TAD_1530
chr1	46175073	46185962	TSPAN1	chr1	46020000	46230000	TAD_1530
chr1	46175486	46176488	P3R3URF	chr1	46020000	46230000	TAD_1530
chr1	46203334	46221256	LURAP1	chr1	46020000	46230000	TAD_1530
chr1	46188683	46220305	POMGNT1	chr1	46020000	46230000	TAD_1530
chr1	99646113	99694541	PALMD	chr1	99490000	99730000	TAD_1407
chr1	226548764	226609230	STUM	chr1	226410000	226610000	TAD_1612
chr1	155749659	155859400	GON4L	chr1	155230000	155920000	TAD_1291
chr1	6590724	6614607	KLHL21	chr1	6470000	6670000	TAD_1525
chr1	6613731	6624030	PHF13	chr1	6470000	6670000	TAD_1525
chr1	202891116	202928636	KLHL12	chr1	202730000	203000000	TAD_1510
chr1	202940826	202958572	ADIPOR1	chr1	202730000	203000000	TAD_1510
chr1	202961873	202967275	CYB5R1	chr1	202730000	203000000	TAD_1510
chr1	203083129	203086012	MYOG	chr1	203030000	203230000	TAD_1507
chr1	203167811	203175826	MYBPH	chr1	203030000	203230000	TAD_1507
chr1	203178931	203186704	CHI3L1	chr1	203030000	203230000	TAD_1507
chr1	19074510	19210266	UBR4	chr1	18880000	19090000	TAD_1535
